date,weather,temp,wind
2020-06-17,小雨/多云,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-06-18,多云/多云,31℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-06-19,多云/阴,30℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-06-20,阵雨/阴,28℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-06-21,阵雨/阵雨,28℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-06-22,阵雨/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-06-23,阵雨/多云,31℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-06-24,晴/晴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-06-25,多云/阴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-06-26,阵雨/大雨,31℃/20℃,无持续风向1-2级/无持续风向1-2级
2020-06-27,阵雨/阵雨,29℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-06-28,阴/多云,31℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-06-29,多云/多云,32℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-06-30,多云/阴,34℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-07-01,暴雨/阵雨,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-02,多云/多云,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-03,多云/阵雨,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-04,阵雨/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-04,阵雨/阴,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-05,阴/阵雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-05,阴/阵雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-06,阴/阴,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-07,多云/阴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-07-08,阵雨/阴,33℃/24℃,无持续风向1-2级/无持续风向1-2级
2020-07-09,阵雨/阵雨,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-10,阵雨/阵雨,26℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-11,阴/阴,29℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-12,多云/阴,31℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-13,阵雨/阵雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-14,小雨/中雨,31℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-07-15,大雨/暴雨,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-16,阵雨/阵雨,28℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-07-17,阴/阴,33℃/24℃,无持续风向1-2级/无持续风向1-2级
2020-07-18,阵雨/多云,32℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-19,多云/阴,33℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-20,阴/阵雨,29℃/19℃,无持续风向1-2级/无持续风向1-2级
2020-07-21,阵雨/阵雨,25℃/20℃,无持续风向1-2级/无持续风向1-2级
2020-07-22,阵雨/阵雨,29℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-23,阵雨/阵雨,31℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-24,中雨/暴雨,30℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-07-25,中雨/阵雨,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-26,晴/晴,34℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-27,晴/晴,33℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-07-28,多云/小雨,34℃/24℃,无持续风向1-2级/无持续风向1-2级
2020-07-29,大雨/暴雨,28℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-30,大雨/阵雨,25℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-07-31,阵雨/阴,27℃/21℃,无持续风向1-2级/无持续风向1-2级
2020-08-01,阴/中雨,29℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-08-02,阵雨/多云,30℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-08-03,阵雨/阵雨,32℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-08-04,阵雨/阵雨,32℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-08-05,小雨/小雨,33℃/25℃,无持续风向1-2级/无持续风向1-2级
2020-08-06,阵雨/大雨,33℃/24℃,无持续风向1-2级/无持续风向1-2级
2020-08-07,大雨/阴,27℃/23℃,无持续风向1-2级/无持续风向1-2级
2020-08-08,多云/晴,33℃/25℃,无持续风向1-2级/无持续风向1-2级
2020-08-09,多云/阴,35℃/25℃,无持续风向1-2级/无持续风向1-2级
2020-08-10,多云/中雨,34℃/24℃,无持续风向1-2级/无持续风向1-2级
2020-08-11,阵雨/暴雨,28℃/22℃,无持续风向1-2级/无持续风向1-2级
2020-08-12,大雨/大雨,26℃/22℃,东北风1-2级/东北风1-2级
2020-08-13,小雨/小雨,26℃/22℃,东北风1-2级/东北风1-2级
2020-08-14,小雨/中雨,31℃/23℃,东北风1-2级/东北风1-2级
2020-08-15,小雨/中雨,26℃/23℃,东北风1-2级/东北风1-2级
2020-08-16,小雨/小雨,24℃/23℃,东北风1-2级/东北风1-2级
2020-08-17,大雨/大雨,25℃/21℃,东北风1-2级/东北风1-2级
2020-08-18,小雨/小雨,23℃/20℃,西风1-2级/西风1-2级
2020-08-19,中雨/中雨,26℃/21℃,东风1-2级/东风1-2级
2020-08-20,阴/晴,26℃/21℃,东南风1-2级/东南风1-2级
2020-08-21,多云/小雨,30℃/22℃,南风1-2级/南风1-2级
2020-08-22,阵雨/阵雨,27℃/22℃,北风1-2级/北风1-2级
2020-08-23,阵雨/大雨,30℃/20℃,北风1-2级/北风1-2级
2020-08-24,阵雨/晴,30℃/20℃,北风1-2级/北风1-2级
2020-08-25,晴/晴,31℃/21℃,北风1-2级/北风1-2级
2020-08-26,晴/晴,32℃/21℃,北风1-2级/北风1-2级
2020-08-27,多云/阴,33℃/23℃,北风1-2级/北风1-2级
2020-08-28,多云/阵雨,32℃/21℃,北风1-2级/北风1-2级
2020-08-29,阵雨/大雨,29℃/22℃,北风1-2级/北风1-2级
2020-08-30,大雨/阵雨,25℃/20℃,北风1-2级/北风1-2级
2020-08-31,多云/多云,24℃/19℃,北风1-2级/北风1-2级
2020-09-01,阴/多云,27℃/21℃,北风1-2级/北风1-2级
2020-09-02,多云/晴,31℃/20℃,北风1-2级/北风1-2级
2020-09-03,多云/多云,30℃/21℃,北风1-2级/北风1-2级
2020-09-04,多云/多云,28℃/22℃,北风1-2级/北风1-2级
2020-09-05,阵雨/阵雨,25℃/20℃,北风1-2级/北风1-2级
2020-09-06,晴/晴,32℃/20℃,北风1-2级/北风1-2级
2020-09-07,晴/多云,31℃/22℃,北风1-2级/北风1-2级
2020-09-08,多云/阵雨,29℃/21℃,北风1-2级/北风1-2级
2020-09-09,阵雨/阵雨,26℃/21℃,北风1-2级/北风1-2级
2020-09-10,多云/阴,28℃/21℃,北风1-2级/北风1-2级
2020-09-11,阴/阵雨,26℃/19℃,北风1-2级/北风1-2级
2020-09-12,阵雨/阵雨,21℃/18℃,北风1-2级/北风1-2级
2020-09-13,阵雨/阴,21℃/18℃,北风1-2级/北风1-2级
2020-09-14,阴/多云,22℃/18℃,北风1-2级/北风1-2级
2020-09-15,阵雨/阵雨,23℃/18℃,北风1-2级/北风1-2级
2020-09-16,阵雨/阵雨,21℃/17℃,北风1-2级/北风1-2级
2020-09-17,阵雨/多云,23℃/15℃,北风1-2级/北风1-2级
2020-09-18,多云/多云,24℃/17℃,北风1-2级/北风1-2级
2020-09-19,阴/阵雨,22℃/17℃,北风1-2级/北风1-2级
2020-09-20,阵雨/阵雨,20℃/17℃,北风1-2级/北风1-2级
2020-09-21,阵雨/阵雨,20℃/17℃,北风1-2级/北风1-2级
2020-09-22,阴/多云,23℃/17℃,北风1-2级/北风1-2级
2020-09-23,多云/多云,23℃/17℃,北风1-2级/北风1-2级
2020-09-24,阵雨/阵雨,21℃/17℃,北风1-2级/北风1-2级
2020-09-25,阵雨/阵雨,19℃/16℃,北风1-2级/北风1-2级
2020-09-26,阴/阵雨,20℃/16℃,北风1-2级/北风1-2级
2020-09-27,阵雨/阵雨,19℃/16℃,北风1-2级/北风1-2级
2020-09-28,阵雨/阵雨,19℃/16℃,北风1-2级/北风1-2级
2020-09-29,多云/多云,24℃/17℃,北风1-2级/北风1-2级
2020-09-30,多云/阵雨,22℃/18℃,北风1-2级/北风1-2级
2020-10-01,小雨/小雨,21℃/17℃,北风1-2级/北风1-2级
2020-10-02,小雨/阴,21℃/17℃,北风1-2级/北风1-2级
2020-10-03,阴/阴,21℃/16℃,北风1-2级/北风1-2级
2020-10-04,阴/小雨,19℃/13℃,北风1-2级/北风1-2级
2020-10-05,阴/小雨,16℃/13℃,北风1-2级/北风1-2级
2020-10-06,小雨/小雨,15℃/12℃,北风1-2级/北风1-2级
2020-10-07,阴/阴,18℃/14℃,北风1-2级/北风1-2级
2020-10-08,小雨/小雨,17℃/14℃,北风1-2级/北风1-2级
2020-10-09,多云/多云,17℃/14℃,北风1-2级/北风1-2级
2020-10-10,多云/阴,18℃/14℃,北风1-2级/北风1-2级
2020-10-11,阴/阴,19℃/15℃,北风1-2级/北风1-2级
2020-10-12,阴/小雨,17℃/14℃,北风1-2级/北风1-2级
2020-10-13,小雨/小雨,17℃/14℃,北风1-2级/北风1-2级
2020-10-14,阴/小雨,15℃/13℃,北风1-2级/北风1-2级
2020-10-15,多云/阴,16℃/12℃,北风1-2级/北风1-2级
2020-10-16,多云/阴,18℃/12℃,北风1-2级/北风1-2级
2020-10-17,多云/小雨,15℃/11℃,北风1-2级/北风1-2级
2020-10-18,小雨/小雨,16℃/11℃,北风1-2级/北风1-2级
2020-10-19,阴/小雨,15℃/12℃,北风1-2级/北风1-2级
2020-10-20,小雨/多云,16℃/12℃,北风1-2级/北风1-2级
2020-10-21,晴/多云,22℃/12℃,北风1-2级/北风1-2级
2020-10-22,晴/晴,22℃/12℃,北风1-2级/北风1-2级
2020-10-23,阴/阴,20℃/13℃,北风1-2级/北风1-2级
2020-10-24,阴/阴,19℃/14℃,北风1-2级/北风1-2级
2020-10-25,多云/多云,19℃/15℃,北风1-2级/北风1-2级
2020-10-26,阴/阴,22℃/15℃,北风1-2级/北风1-2级
2020-10-27,阴/阴,18℃/13℃,北风1-2级/北风1-2级
2020-10-28,多云/多云,18℃/12℃,北风1-2级/北风1-2级
2020-10-29,多云/多云,19℃/13℃,北风1-2级/北风1-2级
2020-10-30,小雨/小雨,18℃/13℃,北风1-2级/北风1-2级
2020-10-31,多云/阴,18℃/14℃,北风1-2级/北风1-2级
2020-11-01,阴/多云,20℃/13℃,北风1-2级/北风1-2级
2020-11-02,多云/多云,19℃/12℃,北风1-2级/北风1-2级
2020-11-03,多云/阴,16℃/12℃,北风1-2级/北风1-2级
2020-11-04,小雨/小雨,14℃/11℃,北风1-2级/北风1-2级
2020-11-05,阴/阴,14℃/11℃,北风1-2级/北风1-2级
2020-11-06,晴/多云,20℃/12℃,北风1-2级/北风1-2级
2020-11-07,晴/阴,21℃/15℃,北风1-2级/北风1-2级
2020-11-08,多云/多云,20℃/13℃,北风1-2级/北风1-2级
2020-11-09,多云/多云,20℃/14℃,北风1-2级/北风1-2级
2020-11-10,多云/多云,21℃/15℃,东北风1-2级/东北风1-2级
2020-11-11,多云/多云,20℃/15℃,北风1-2级/北风1-2级
2020-11-12,多云/多云,21℃/15℃,北风1-2级/北风1-2级
2020-11-13,阴/阴,19℃/15℃,北风1-2级/北风1-2级
2020-11-14,多云/多云,19℃/15℃,北风1-2级/北风1-2级
2020-11-15,多云/多云,21℃/15℃,北风1-2级/北风1-2级
2020-11-16,多云/多云,20℃/15℃,北风1-2级/北风1-2级
2020-11-17,多云/多云,20℃/14℃,北风1-2级/北风1-2级
2020-11-18,多云/阴,20℃/12℃,北风1-2级/北风1-2级
2020-11-19,晴/多云,19℃/12℃,北风1-2级/北风1-2级
2020-11-20,阴/小雨,17℃/11℃,北风1-2级/北风1-2级
2020-11-21,阴/小雨,13℃/7℃,北风1-2级/北风1-2级
2020-11-22,阴/阴,8℃/4℃,北风1-2级/北风1-2级
2020-11-23,多云/多云,9℃/4℃,北风1-2级/北风1-2级
2020-11-24,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020-11-25,多云/多云,11℃/6℃,北风1-2级/北风1-2级
2020-11-26,阴/阴,12℃/7℃,北风1-2级/北风1-2级
2020-11-27,阴/小雨,12℃/7℃,北风1-2级/北风1-2级
2020-11-28,小雨/阴,11℃/7℃,北风1-2级/北风1-2级
2020-11-29,阴/阴,10℃/7℃,北风1-2级/北风1-2级
2020-11-30,小雨/小雨,9℃/7℃,北风1-2级/北风1-2级
2020-12-01,小雨/小雨,9℃/6℃,北风1-2级/北风1-2级
2020-12-02,小雨/小雨,8℃/5℃,北风1-2级/北风1-2级
2020-12-03,小雨/小雨,5℃/3℃,东北风1-2级/东北风1-2级
2020-12-03,小雨/小雨,5℃/3℃,东北风1-2级/东北风1-2级
2020-12-04,小雨/小雨,5℃/3℃,北风1-2级/北风1-2级
2020-12-05,阴/小雨,7℃/4℃,北风1-2级/北风1-2级
2020-12-06,阴/阴,8℃/5℃,北风1-2级/北风1-2级
2020-12-07,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020-12-08,多云/阴,8℃/4℃,北风1-2级/北风1-2级
2020-12-09,阴/多云,9℃/5℃,北风1-2级/北风1-2级
2020-12-10,多云/阴,10℃/6℃,北风1-2级/北风1-2级
2020-12-11,阴/多云,10℃/6℃,北风1-2级/北风1-2级
2020-12-12,阴/阴,10℃/7℃,北风1-2级/北风1-2级
